DATAFLOW,LAST UPDATE,freq,unit,hazard,wst_oper,waste,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,CY,2016,1146325,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,CY,2018,1009584,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,CY,2020,626551,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,CZ,2004,5957036,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,CZ,2006,4909428,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,CZ,2008,4797653,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,CZ,2010,4204004,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,CZ,2012,3670423,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,CZ,2014,3434784,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,CZ,2016,3804446,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,CZ,2018,3617896,b
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,CZ,2020,3872854,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,DE,2004,106362502,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,DE,2006,74701529,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,DE,2008,74708488,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,DE,2010,66931895,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,DE,2012,63750482,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,DE,2014,71217267,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,DE,2016,69527785,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,DE,2018,71370169,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,DE,2020,67420371,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,DK,2004,962655,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,DK,2006,959395,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,DK,2008,1033628,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,DK,2010,2532049,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,DK,2012,3033203,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,DK,2014,3690214,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,DK,2016,5551451,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,DK,2018,1086271,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,DK,2020,1289715,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,EE,2004,11536612,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,EE,2006,11193551,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,EE,2008,11675147,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,EE,2010,11661434,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,EE,2012,8162155,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,EE,2014,13607169,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,EE,2016,12860063,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,EE,2018,13239255,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,EE,2020,6010487,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,EL,2004,22055581,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,EL,2006,41646199,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,EL,2008,62108210,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,EL,2010,58519922,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,EL,2012,62826621,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,EL,2014,59283179,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,EL,2016,66322003,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,EL,2018,36296661,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,EL,2020,14127213,p
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,ES,2004,101956980,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,ES,2006,97430502,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,ES,2008,64290786,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,ES,2010,49464293,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,ES,2012,48259328,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,ES,2014,49534273,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,ES,2016,57250547,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,ES,2018,58811437,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,ES,2020,31147900,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,EU27_2020,2004,990490000,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,EU27_2020,2006,898020000,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,EU27_2020,2008,880970000,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,EU27_2020,2010,958890000,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,EU27_2020,2012,1023370000,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,EU27_2020,2014,1013500000,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,EU27_2020,2016,976940000,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,EU27_2020,2018,969980000,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,EU27_2020,2020,795960000,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,EU28,2004,1116270000,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,EU28,2006,1025220000,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,EU28,2008,997240000,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,EU28,2010,1042630000,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,EU28,2012,1103130000,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,EU28,2014,1091150000,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,EU28,2016,1054660000,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,EU28,2018,1046610000,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,FI,2004,40259348,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,FI,2006,37437606,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,FI,2008,42195364,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,FI,2010,63395295,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,FI,2012,48015370,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,FI,2014,75418898,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,FI,2016,110440389,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,FI,2018,104378529,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,FI,2020,94710403,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,FR,2004,93236415,s
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,FR,2006,99106471,s
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,FR,2008,107423983,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,FR,2010,110364781,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,FR,2012,105041977,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,FR,2014,87723439,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,FR,2016,83983765,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,FR,2018,87733730,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,FR,2020,77370082,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,HR,2004,4150075,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,HR,2006,2066316,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,HR,2008,2621183,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,HR,2010,2047832,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,HR,2012,1914693,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,HR,2014,1767678,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,HR,2016,1762822,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,HR,2018,1590392,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,HR,2020,1430126,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,HU,2004,7269365,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,HU,2006,11120026,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,HU,2008,9684213,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,HU,2010,7357327,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,HU,2012,6841577,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,HU,2014,5392805,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,HU,2016,4778463,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,HU,2018,4141319,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,HU,2020,4199245,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,IE,2004,6404041,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,IE,2006,7091215,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,IE,2008,5705140,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,IE,2010,5853802,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,IE,2012,4804666,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,IE,2014,4254600,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,IE,2016,4523421,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,IE,2018,3339204,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,IE,2020,4088411,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,IS,2004,372000,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,IS,2008,264033,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,IS,2010,163574,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,IS,2012,160015,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,IS,2014,198937,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,IS,2016,237997,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,IS,2018,218555,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,IS,2020,188918,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,IT,2004,37698681,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,IT,2006,31675178,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,IT,2008,32451603,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,IT,2010,25654846,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,IT,2012,23084193,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,IT,2014,20663607,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,IT,2016,19334485,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,IT,2018,18319686,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,IT,2020,15604666,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,LT,2004,3358597,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,LT,2006,3807194,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,LT,2008,4019448,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,LT,2010,3370921,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,LT,2012,3115152,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,LT,2014,3067513,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,LT,2016,2723210,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,LT,2018,2620051,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,LT,2020,2034141,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,LU,2004,4666577,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,LU,2006,3634611,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,LU,2008,6147476,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,LU,2010,6104995,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,LU,2012,3506660,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,LU,2014,3266368,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,LU,2016,4410950,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,LU,2018,2479959,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,LU,2020,2228118,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,LV,2004,652712,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,LV,2006,683466,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,LV,2008,721452,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,LV,2010,629680,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,LV,2012,611947,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,LV,2014,675867,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,LV,2016,373635,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,LV,2018,476420,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,LV,2020,525753,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,ME,2012,929225,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,ME,2014,962512,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,ME,2016,945049,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,ME,2018,981467,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,ME,2020,994627,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,MK,2008,1180277,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,MK,2010,1774784,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,MK,2012,8895835,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,MK,2014,1479352,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,MK,2018,149917,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,MK,2020,913653,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,MT,2004,3047334,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,MT,2006,2633792,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,MT,2008,1769197,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,MT,2010,1029933,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,MT,2012,741291,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,MT,2014,450107,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,MT,2016,252806,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,MT,2018,335310,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,MT,2020,294456,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,NL,2004,21170441,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,NL,2006,22649688,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,NL,2008,21435950,
ESTAT:ENV_WASTRT(1.0),30/05/23 23:00:00,A,T,HAZ_NHAZ,DSP_L_OTH,TOTAL,NL,2010,46277492,
